service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
94591611488264,1,1,1,1,1,1,1,20191201,20200701
94698311500530,1,1,1,1,1,1,1,20191201,20200701
94592311488354,1,1,1,1,1,1,1,20191201,20200701
94717611502553,1,1,1,1,1,1,1,20191201,20200701
94597011488974,1,1,1,1,1,1,1,20191201,20200701
94742211505765,1,1,1,1,1,1,1,20191201,20200701
94659811496239,1,1,1,1,1,1,1,20191201,20200701
94733611504510,1,1,1,1,1,1,1,20191201,20200701
94701011500883,1,1,1,1,1,1,1,20191201,20200701
94668911497375,1,1,1,1,1,1,1,20191201,20200701
94732811504410,1,1,1,1,1,1,1,20191201,20200701
94687611499171,1,1,1,1,1,1,1,20191201,20200701
94704011501243,1,1,1,1,1,1,1,20191201,20200701
94666211497025,1,1,1,1,1,1,1,20191201,20200701
94665811496975,1,1,1,1,1,1,1,20191201,20200701
94844011444034,1,1,1,1,1,0,0,20191201,20200701
94590911488174,1,1,1,1,1,1,1,20191201,20200701
94731511504280,1,1,1,1,1,1,1,20191201,20200701
94681811498469,1,1,1,1,1,1,1,20191201,20200701
94767811508842,1,1,1,1,1,1,1,20191201,20200701
94730511504160,1,1,1,1,1,1,1,20191201,20200701
94730711504180,1,1,1,1,1,1,1,20191201,20200701
94718011502583,1,1,1,1,1,1,1,20191201,20200701
94768511508947,1,1,1,1,1,1,1,20191201,20200701
94857011446822,1,1,1,1,1,0,0,20191201,20200701
94732311504365,1,1,1,1,1,1,1,20191201,20200701
94732611504387,1,1,1,1,1,1,1,20191201,20200701
94822111449927,1,1,1,1,1,0,0,20191201,20200701
94769711509127,1,1,1,1,1,1,1,20191201,20200701
94700311500778,1,1,1,1,1,1,1,20191201,20200701
94575011486019,1,1,1,1,1,1,1,20191201,20200701
94726011503513,1,1,1,1,1,1,1,20191201,20200701
94575611486109,1,1,1,1,1,1,1,20191201,20200701
94606711490121,1,1,1,1,1,1,1,20191201,20200701
94650611495185,1,1,1,1,1,1,1,20191201,20200701
94606911490141,1,1,1,1,1,1,1,20191201,20200701
94614011491024,1,1,1,1,1,1,1,20191201,20200701
94576811486245,1,1,1,1,1,1,1,20191201,20200701
94607411490211,1,1,1,1,1,1,1,20191201,20200701
94604911489863,1,1,1,1,1,1,1,20191201,20200701
94608711490391,1,1,1,1,1,1,1,20191201,20200701
94614911491095,1,1,1,1,1,1,1,20191201,20200701
94615111491124,1,1,1,1,1,1,1,20191201,20200701
94701111500898,1,1,1,1,1,1,1,20191201,20200701
94609311490461,1,1,1,1,1,1,1,20191201,20200701
94653111495410,1,1,1,1,1,1,1,20191201,20200701
94573611485809,1,1,1,1,1,1,1,20191201,20200701
94610011490526,1,1,1,1,1,1,1,20191201,20200701
94646111494666,1,1,1,1,1,1,1,20191201,20200701
94573111485741,1,1,1,1,1,1,1,20191201,20200701
94648411494883,1,1,1,1,1,1,1,20191201,20200701
94607511490226,1,1,1,1,1,1,1,20191201,20200701
94610711490614,1,1,1,1,1,1,1,20191201,20200701
94607811490266,1,1,1,1,1,1,1,20191201,20200701
94669911497495,1,1,1,1,1,1,1,20191201,20200701
94647611494779,1,1,1,1,1,1,1,20191201,20200701
94600511489370,1,1,1,1,1,1,1,20191201,20200701
94648811494929,1,1,1,1,1,1,1,20191201,20200701
94597711489079,1,1,1,1,1,1,1,20191201,20200701
94597811489089,1,1,1,1,1,1,1,20191201,20200701
94597911489099,1,1,1,1,1,1,1,20191201,20200701
94636811493542,1,1,1,1,1,1,1,20191201,20200701
94602011489495,1,1,1,1,1,1,1,20191201,20200701
94637511493605,1,1,1,1,1,1,1,20191201,20200701
94602711489563,1,1,1,1,1,1,1,20191201,20200701
94603411489648,1,1,1,1,1,1,1,20191201,20200701
94699611500670,1,1,1,1,1,1,1,20191201,20200701
94603811489698,1,1,1,1,1,1,1,20191201,20200701
94604411489788,1,1,1,1,1,1,1,20191201,20200701
94603911489713,1,1,1,1,1,1,1,20191201,20200701
94639011493763,1,1,1,1,1,1,1,20191201,20200701
94690411499540,1,1,1,1,1,1,1,20191201,20200701
94716111502440,1,1,1,1,1,1,1,20191201,20200701
94640411493941,1,1,1,1,1,1,1,20191201,20200701
94640511493949,1,1,1,1,1,1,1,20191201,20200701
94726311503558,1,1,1,1,1,1,1,20191201,20200701
94814911461903,1,1,1,1,1,1,1,20191201,20200701
94640611493964,1,1,1,1,1,1,1,20191201,20200701
94643711494372,1,1,1,1,1,1,1,20191201,20200701
94889711447642,1,1,1,1,1,0,0,20191201,20200701
94881911447764,1,1,1,1,1,0,0,20191201,20200701
94645111494541,1,1,1,1,1,1,1,20191201,20200701
94631311492942,1,1,1,1,1,1,1,20191201,20200701
94631811492992,1,1,1,1,1,1,1,20191201,20200701
94728111503828,1,1,1,1,1,1,1,20191201,20200701
94694511500035,1,1,1,1,1,1,1,20191201,20200701
94633011493122,1,1,1,1,1,1,1,20191201,20200701
94598711489199,1,1,1,1,1,1,1,20191201,20200701
94648711494914,1,1,1,1,1,1,1,20191201,20200701
94620311491613,1,1,1,1,1,1,1,20191201,20200701
94729611504053,1,1,1,1,1,1,1,20191201,20200701
94730111504114,1,1,1,1,1,1,1,20191201,20200701
94664111496812,1,1,1,1,1,1,1,20191201,20200701
94585311487359,1,1,1,1,1,1,1,20191201,20200701
94661611496484,1,1,1,1,1,1,1,20191201,20200701
94766511508662,1,1,1,1,1,1,1,20191201,20200701
94670211497535,1,1,1,1,1,1,1,20191201,20200701
94845711436536,1,1,1,1,1,0,0,20191201,20200701
94692111499770,1,1,1,1,1,1,1,20191201,20200701
94585511487389,1,1,1,1,1,1,1,20191201,20200701
94692211499785,1,1,1,1,1,1,1,20191201,20200701
94844511438079,1,1,1,1,1,0,0,20191201,20200701
94815011461633,1,1,1,1,1,0,0,20191201,20200701
94752311507041,1,1,1,1,1,1,1,20191201,20200701
94680611498336,1,1,1,1,1,1,1,20191201,20200701
94680711498342,1,1,1,1,1,1,1,20191201,20200701
94813011461441,1,1,1,1,1,1,0,20191201,20200701
94814411461509,1,1,1,1,1,0,0,20191201,20200701
94679511498212,1,1,1,1,1,1,1,20191201,20200701
94679311498196,1,1,1,1,1,1,1,20191201,20200701
94730811504195,1,1,1,1,1,1,1,20191201,20200701
94731111504230,1,1,1,1,1,1,1,20191201,20200701
94892111438323,1,1,1,1,1,0,0,20191201,20200701
94679111498166,1,1,1,1,1,1,1,20191201,20200701
94710911502079,1,1,1,1,1,1,1,20191201,20200701
94751711506951,1,1,1,1,1,1,1,20191201,20200701
94751811506966,1,1,1,1,1,1,1,20191201,20200701
94751611506936,1,1,1,1,1,1,1,20191201,20200701
94872311437592,1,1,1,1,1,0,0,20191201,20200701
94678911498141,1,1,1,1,1,1,1,20191201,20200701
94654811495620,1,1,1,1,1,1,1,20191201,20200701
94763611508262,1,1,1,1,1,1,1,20191201,20200701
